fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
20011,2013-06-25,0.15,97.74,16.66,26.05,21.66,21.66,30.44,21.97,8.46,25.73,6.9,9.71,4.25,5.47,10.21,12.65,7.91,4.74,0.0
56029,2002-08-16,0.08,74.58,3.86,13.42,-3.86,-3.77,22.82,5.35,17.47,13.01,4.18,7.96,0.48,7.49,7.11,12.72,0.9,11.82,
5065,2011-04-20,0.87,99.33,6.47,12.24,7.29,7.29,18.45,6.96,11.49,12.43,2.34,3.53,1.27,2.25,4.07,6.02,2.37,3.65,
48193,2007-11-04,0.0,97.67,9.83,19.01,13.38,13.38,27.07,12.48,14.59,19.06,4.71,6.83,3.07,3.76,7.57,10.41,5.72,4.68,
26075,2015-07-20,0.16,97.53,12.46,21.71,16.89,16.89,26.71,14.94,11.76,21.64,3.62,5.38,2.37,3.01,6.01,7.88,2.84,5.04,
40083,2014-02-21,0.0,97.81,2.34,6.86,-6.94,-6.62,16.52,-2.46,18.97,5.8,4.92,9.41,2.34,7.07,7.45,11.38,4.02,7.36,
13043,2006-03-21,9.86,100.04,10.96,18.68,15.04,15.04,24.99,13.34,11.65,18.44,6.16,9.55,3.64,5.92,9.61,12.84,6.88,5.96,0.0
40137,2009-12-25,0.01,97.9,1.83,-7.12,-9.91,-9.79,-0.22,-13.87,13.65,-8.39,4.84,7.79,3.53,4.26,7.69,12.18,4.85,7.34,
28009,2007-03-21,0.0,100.9,9.66,17.28,13.59,13.59,23.84,13.09,10.75,17.18,3.48,5.01,2.65,2.37,6.37,7.54,4.52,3.02,
13079,2015-03-27,1.1,99.36,6.7,12.34,7.15,7.16,16.59,5.61,10.98,12.38,4.11,5.83,2.36,3.47,7.0,8.61,4.8,3.81,
51041,2016-02-22,0.29,100.86,6.01,8.33,6.49,6.49,11.72,5.37,6.35,8.33,2.07,2.83,1.36,1.48,3.81,5.52,2.78,2.74,
1099,2010-08-20,2.71,100.3,18.4,29.12,23.66,23.66,35.95,24.22,11.73,29.13,1.29,1.87,0.99,0.88,3.17,4.06,2.19,1.87,
48035,2002-12-05,0.11,99.47,3.0,2.81,-3.29,-3.22,8.77,-0.47,9.24,3.2,5.1,6.92,2.82,4.1,7.28,8.69,5.77,2.92,
31145,2010-01-04,0.0,93.68,2.03,-7.18,-8.84,-8.8,-1.97,-10.08,8.11,-7.38,1.51,2.28,0.67,1.61,2.35,3.81,0.99,2.82,
8123,2003-09-05,0.28,84.84,6.7,23.03,5.4,5.41,32.3,15.22,17.08,23.77,2.43,3.68,0.54,3.14,3.99,7.46,0.69,6.77,
36117,2013-10-27,0.41,99.67,4.9,6.83,3.36,3.37,8.38,5.88,2.51,8.86,5.22,6.68,4.43,2.25,7.0,8.92,6.02,2.9,
37119,2002-06-11,0.0,99.26,8.61,25.51,11.44,11.45,35.33,15.09,20.24,26.5,2.06,2.74,1.26,1.48,3.8,6.56,1.41,5.15,3.1778
51139,2016-01-02,0.0,98.47,2.84,-0.19,-4.11,-4.06,6.89,-3.96,10.86,-0.42,2.29,3.18,1.72,1.46,4.94,6.07,3.23,2.83,
45075,2010-10-29,0.0,101.46,6.06,15.35,6.45,6.47,21.28,9.7,11.58,15.55,3.56,5.66,2.22,3.44,6.0,7.8,4.31,3.49,
13289,2012-01-27,4.16,99.92,7.06,12.09,8.28,8.28,17.39,4.22,13.16,12.0,3.76,5.49,1.75,3.73,6.58,8.84,3.97,4.87,
21051,2012-04-01,5.25,96.63,10.25,15.35,13.44,13.44,21.89,8.09,13.8,15.22,1.82,2.97,0.77,2.2,3.78,6.98,1.2,5.78,
31111,2003-01-29,0.13,91.53,3.32,0.71,-3.03,-3.0,7.08,-3.34,10.42,0.74,3.74,6.3,1.73,4.57,6.04,10.1,2.07,8.03,
38059,2015-03-25,0.33,94.76,2.57,0.04,-5.78,-5.69,5.09,-3.77,8.85,0.43,7.64,11.93,1.06,10.87,9.76,15.15,1.53,13.62,
13017,2011-12-06,0.39,100.78,10.98,18.49,15.54,15.54,25.47,13.31,12.16,18.46,3.8,5.35,2.66,2.69,6.46,7.93,4.21,3.72,4.0
40027,2015-09-10,2.51,97.48,14.35,25.36,19.23,19.23,31.84,19.98,11.87,25.8,2.21,4.48,0.65,3.83,3.6,8.58,0.78,7.8,
13251,2005-02-01,0.07,101.84,3.66,4.58,-0.32,-0.29,9.42,1.74,7.67,4.6,3.64,4.99,2.33,2.66,5.8,7.18,4.65,2.53,0.0
48411,2005-09-13,0.01,96.33,15.09,28.63,19.8,19.8,35.89,22.32,13.56,29.92,5.35,6.49,3.45,3.04,7.3,9.03,5.74,3.28,0.0
21069,2002-01-13,0.01,98.01,3.12,0.58,-2.94,-2.91,6.47,-3.21,9.69,0.39,2.67,3.64,1.52,2.12,4.83,6.47,3.28,3.19,
41017,2009-10-21,1.79,85.99,5.55,6.43,2.95,2.95,12.05,3.32,8.72,6.58,2.88,5.02,1.26,3.75,4.84,7.02,2.39,4.63,
51550,2016-07-03,11.24,101.81,13.22,22.12,18.62,18.62,23.6,20.51,3.09,22.97,4.84,8.7,1.76,6.95,6.2,10.33,2.41,7.92,
5111,2014-09-10,14.07,100.0,16.92,28.84,22.28,22.28,34.83,24.0,10.83,29.07,5.65,8.21,3.81,4.4,8.48,10.46,6.45,4.01,
29107,2007-06-17,0.18,98.58,15.79,24.63,20.93,20.93,29.19,19.73,9.46,24.57,4.8,7.26,2.3,4.96,6.95,9.36,4.08,5.28,
51109,2001-11-03,0.01,101.2,8.48,16.68,11.32,11.33,24.11,10.14,13.97,16.65,1.62,2.15,1.05,1.11,3.64,5.82,1.69,4.13,
27045,2012-03-16,0.07,97.18,10.12,16.15,13.58,13.58,24.25,7.28,16.97,15.62,5.57,8.03,3.34,4.7,8.32,11.61,5.31,6.3,
18161,2009-05-19,0.0,99.26,5.93,14.45,5.97,5.98,22.14,5.21,16.93,14.17,2.94,3.68,1.61,2.07,4.35,6.11,2.36,3.75,0.0
19167,2006-02-08,0.0,97.68,1.47,-6.86,-12.01,-11.7,-1.61,-10.81,9.2,-6.29,3.84,5.08,1.99,3.08,5.17,6.98,3.07,3.91,
12045,2000-08-14,0.24,101.71,17.11,28.91,22.72,22.72,31.16,26.86,4.3,29.46,3.87,4.85,2.89,1.96,4.86,5.94,3.27,2.67,
48121,2004-09-24,1.89,99.06,13.9,25.07,18.98,18.98,30.64,21.37,9.27,26.12,3.37,5.02,1.78,3.24,4.89,7.26,3.45,3.81,
48359,2005-01-13,0.0,88.2,2.52,0.91,-6.92,-6.8,9.35,-5.17,14.52,0.75,3.8,5.07,2.03,3.04,6.06,9.75,3.36,6.4,
27025,2016-01-24,0.37,97.28,2.35,-5.73,-6.69,-6.67,-2.06,-9.22,7.16,-5.86,2.35,5.16,0.43,4.73,3.94,7.34,0.46,6.88,
47005,2002-11-17,0.01,100.21,3.1,0.99,-2.75,-2.71,6.6,-3.66,10.25,1.12,2.68,4.05,1.63,2.42,4.62,6.34,2.34,4.0,
19151,2016-04-10,0.37,96.13,5.2,8.25,3.59,3.6,14.39,2.75,11.64,8.09,6.46,8.55,3.48,5.07,9.2,11.29,5.72,5.57,
13125,2003-07-06,0.77,100.34,17.21,26.27,22.61,22.61,31.19,21.46,9.74,26.36,1.85,3.2,0.8,2.4,3.57,5.09,1.32,3.77,
29181,2016-03-01,3.71,99.42,5.9,8.85,5.06,5.07,14.06,-0.42,14.49,8.77,4.35,7.08,2.23,4.85,7.7,10.78,5.22,5.56,0.0
42075,2012-07-13,2.28,100.03,10.81,24.62,15.18,15.18,28.04,20.54,7.5,24.49,1.3,1.67,0.76,0.9,2.44,3.9,1.53,2.37,
21211,2005-12-29,0.4,98.04,4.01,1.39,0.46,0.46,4.09,-0.52,4.6,1.29,3.59,5.13,1.76,3.37,5.62,7.07,3.45,3.62,
40127,2000-02-25,18.99,98.49,11.8,18.13,16.28,16.28,21.49,16.09,5.4,18.0,4.85,6.43,3.23,3.2,8.58,10.6,6.46,4.15,
16083,2008-02-07,5.56,84.03,3.38,-1.83,-4.13,-4.11,2.44,-7.73,10.17,-2.6,9.82,14.16,6.11,8.05,13.17,18.47,8.95,9.51,
19031,2000-03-03,0.83,99.16,2.52,1.55,-5.49,-5.37,8.18,-4.7,12.89,1.24,2.25,3.29,0.54,2.74,3.28,6.11,0.71,5.4,
38057,2012-07-26,0.01,94.16,8.91,20.81,11.34,11.34,26.42,15.96,10.46,22.0,5.42,8.22,1.61,6.61,7.2,9.83,2.43,7.4,
53061,2009-10-28,2.24,94.16,4.0,1.02,-0.28,-0.27,4.07,-0.54,4.61,0.21,0.74,1.31,0.2,1.11,1.25,2.86,0.24,2.62,
13055,2014-03-15,0.17,98.46,7.2,12.31,8.78,8.78,18.01,5.95,12.06,11.79,1.33,1.96,0.65,1.31,2.95,5.09,1.21,3.88,
21127,2003-06-10,1.5,98.29,12.32,20.97,16.81,16.81,26.37,13.72,12.64,20.99,1.77,2.43,0.97,1.46,4.18,5.57,1.39,4.17,0.0
45073,2003-03-16,1.72,95.35,8.08,11.58,9.96,9.96,17.44,7.42,10.02,11.52,1.08,1.46,0.3,1.16,2.29,3.62,0.39,3.23,
46067,2011-03-15,0.01,96.58,3.96,6.84,-0.04,-0.01,15.34,0.95,14.39,5.93,4.41,6.58,0.28,6.3,6.42,10.48,0.37,10.11,0.0
21197,2003-11-07,0.1,98.89,4.85,7.63,3.02,3.04,13.34,1.7,11.64,7.67,2.08,2.65,1.53,1.12,4.01,5.08,3.34,1.74,
12115,2007-09-18,2.79,101.32,17.76,26.53,23.31,23.31,29.98,24.34,5.64,27.46,5.62,7.08,4.42,2.66,7.22,8.56,6.17,2.4,1.9945
21063,2005-02-05,0.0,99.55,3.83,2.15,-0.09,-0.08,9.62,-1.43,11.06,1.04,1.71,2.6,0.93,1.67,3.45,6.87,1.29,5.59,
47005,2005-11-06,5.89,99.96,8.4,17.27,10.46,10.47,22.66,9.75,12.91,17.12,3.61,6.94,1.8,5.14,6.27,11.6,4.11,7.49,
55037,2016-01-01,0.04,96.74,1.52,-10.79,-11.84,-11.79,-6.61,-14.64,8.03,-11.03,3.36,3.89,2.43,1.46,5.82,6.61,4.86,1.75,
31033,2001-09-18,3.88,86.8,8.99,14.43,10.19,10.19,18.99,11.55,7.44,15.13,1.8,4.07,0.61,3.45,2.93,8.17,0.93,7.24,1.0
17051,2001-05-20,5.23,98.49,12.87,20.57,17.65,17.64,24.46,16.06,8.4,20.68,4.2,6.81,2.2,4.61,6.16,9.82,4.13,5.7,
50015,2001-01-31,6.93,96.71,2.79,-4.33,-4.82,-4.81,-0.62,-8.48,7.86,-4.92,1.31,2.19,0.34,1.85,2.33,3.8,0.61,3.19,
35037,2004-05-10,0.89,86.14,6.41,24.82,4.88,4.9,33.91,15.15,18.76,26.84,5.53,9.26,2.69,6.58,7.51,12.27,2.94,9.33,
39063,2009-01-27,5.18,99.95,1.86,-7.15,-9.04,-8.97,-4.51,-10.07,5.56,-7.17,3.08,4.31,1.59,2.71,4.1,6.01,2.02,3.99,0.0
55021,2012-02-26,0.02,98.33,2.75,-1.72,-5.04,-5.0,7.02,-10.09,17.11,-2.21,8.42,14.22,3.23,10.99,11.56,17.28,5.14,12.14,
49009,2002-07-19,2.45,77.4,9.34,19.45,8.97,8.97,24.55,15.05,9.5,20.62,1.84,2.68,0.41,2.27,2.62,3.9,0.87,3.03,
55101,2002-05-08,5.06,99.08,6.27,7.71,6.82,6.82,9.99,6.8,3.19,5.44,8.12,11.12,6.2,4.92,11.89,14.61,10.06,4.55,
40067,2005-01-29,0.2,98.48,4.29,3.49,1.42,1.43,8.99,-0.77,9.76,4.23,2.19,2.8,1.71,1.09,3.41,5.76,2.2,3.56,
28023,2008-02-01,0.04,100.8,4.14,5.73,1.16,1.18,11.43,0.43,11.01,4.55,2.09,2.89,0.72,2.17,3.74,5.57,0.91,4.66,
36099,2002-09-22,18.45,98.09,13.02,20.42,17.71,17.71,25.64,14.85,10.79,20.4,1.47,3.14,0.72,2.43,3.1,5.89,1.74,4.15,
38089,2015-08-08,2.82,92.45,8.66,21.89,10.51,10.51,30.34,13.31,17.03,23.31,2.71,3.9,1.58,2.32,3.95,7.11,1.39,5.72,
51005,2016-07-14,4.64,93.91,15.56,22.81,19.92,19.92,27.98,18.55,9.43,22.79,1.67,2.57,0.98,1.6,3.97,5.03,2.74,2.28,
55129,2009-03-05,0.49,95.99,3.98,0.37,-0.06,-0.06,2.72,-3.49,6.22,0.1,4.35,7.5,1.93,5.57,6.43,10.37,3.75,6.62,
25017,2008-03-06,0.0,101.37,3.23,1.23,-2.12,-2.09,7.93,-3.49,11.42,1.31,2.0,3.47,0.94,2.52,3.85,6.26,1.11,5.15,
13201,2012-11-18,0.0,101.66,5.88,12.7,6.04,6.05,21.47,6.32,15.15,12.94,3.72,5.75,2.53,3.22,6.26,7.3,4.71,2.6,
40147,2002-11-29,0.0,98.55,4.04,6.34,0.56,0.58,14.07,1.36,12.71,5.68,4.66,5.98,2.64,3.34,7.44,9.41,5.44,3.97,
23029,2003-03-21,15.39,100.32,4.44,2.26,2.11,2.11,4.49,0.23,4.26,1.91,3.5,6.29,1.51,4.78,5.49,9.96,2.28,7.68,
56011,2010-12-27,0.0,87.58,2.29,0.02,-8.47,-8.25,5.16,-4.09,9.25,-0.69,5.9,7.5,3.56,3.94,9.12,11.67,6.67,5.0,
31085,2002-10-25,0.25,90.61,3.46,1.18,-2.75,-2.72,11.87,-5.53,17.4,1.42,2.84,5.13,1.59,3.54,3.99,6.41,1.88,4.53,
16043,2001-12-15,0.88,78.51,1.58,-13.45,-13.87,-13.87,-9.03,-21.13,12.1,-15.01,1.85,2.67,0.69,1.98,3.43,5.36,1.11,4.25,
8011,2004-03-01,0.03,85.5,2.4,3.64,-7.88,-7.69,10.9,-1.97,12.86,4.9,5.41,8.53,3.94,4.59,7.43,9.96,4.35,5.6,
20053,2002-06-15,29.14,95.63,10.1,18.04,13.32,13.32,25.63,12.84,12.79,17.96,4.16,7.93,2.11,5.83,5.83,10.15,2.75,7.4,
41029,2003-08-19,0.0,89.62,8.07,21.61,8.93,8.93,31.75,13.75,18.0,21.37,1.65,3.32,0.61,2.71,2.61,5.13,0.98,4.14,0.6446000000000001
51059,2012-08-10,14.37,99.87,16.17,25.33,21.53,21.53,30.29,22.52,7.77,25.74,2.69,3.9,1.66,2.24,4.59,6.13,2.63,3.5,
4003,2006-07-22,0.01,86.01,8.9,29.14,9.94,9.94,36.5,21.61,14.89,30.64,6.07,9.37,2.97,6.4,8.7,11.19,6.44,4.74,
24041,2011-12-13,0.0,102.81,3.76,3.04,0.17,0.19,8.57,-0.86,9.43,2.72,3.55,4.52,1.45,3.07,5.26,6.89,1.9,5.0,0.0
21167,2010-07-07,0.0,98.63,14.36,27.16,19.4,19.4,33.47,20.09,13.38,26.97,1.99,2.33,1.49,0.84,3.42,4.92,1.94,2.98,
26099,2007-06-03,12.78,97.85,13.77,19.89,18.64,18.64,22.33,17.36,4.97,19.5,2.91,4.13,1.82,2.31,4.43,6.74,3.17,3.57,
17089,2007-05-02,0.0,99.23,6.76,10.92,7.92,7.92,16.11,6.09,10.02,11.69,5.93,7.49,2.92,4.57,7.55,8.84,5.52,3.32,
21039,2010-02-28,0.0,100.22,3.48,1.86,-1.31,-1.29,7.91,-3.32,11.23,2.04,2.43,3.37,1.18,2.19,3.89,6.57,1.7,4.86,
48031,2002-08-15,2.27,97.31,18.38,27.16,23.2,23.2,31.59,23.68,7.91,27.81,5.38,6.52,3.48,3.04,7.25,8.17,5.77,2.4,
45035,2013-03-05,1.81,101.16,7.02,11.71,8.49,8.49,17.88,4.07,13.81,11.69,4.71,7.88,2.33,5.55,7.5,12.07,4.06,8.01,0.7947
26043,2016-06-08,0.0,97.38,5.38,10.13,4.36,4.36,16.07,2.84,13.22,9.44,1.89,2.8,0.59,2.22,3.34,4.86,0.94,3.92,
48311,2016-12-29,0.2,101.07,6.7,15.84,6.07,6.12,19.15,10.23,8.91,15.61,6.5,11.24,0.49,10.75,9.09,13.99,0.71,13.28,
17193,2009-06-16,7.71,99.59,16.71,23.2,22.01,22.01,26.41,20.38,6.03,22.97,3.83,6.59,1.38,5.21,5.81,8.5,2.24,6.26,0.0
22013,2006-09-18,11.27,100.23,16.63,23.97,21.89,21.89,26.6,17.6,8.99,23.98,2.01,2.48,1.32,1.16,4.2,5.1,3.18,1.91,
5053,2004-02-04,13.67,101.14,3.5,3.89,-1.09,-1.05,8.37,0.03,8.35,3.95,3.68,5.05,2.1,2.95,6.12,8.54,4.28,4.26,
48091,2014-07-18,0.95,98.12,17.19,26.15,22.23,22.23,29.75,22.57,7.19,27.16,2.76,4.27,1.19,3.09,3.78,4.77,1.44,3.33,
53023,2011-11-04,3.59,90.96,3.46,0.18,-2.72,-2.69,3.65,-4.08,7.73,-0.08,3.31,5.56,2.06,3.5,5.21,7.6,3.1,4.51,
18009,2014-02-04,11.26,98.8,1.94,-7.08,-8.73,-8.68,-4.14,-10.69,6.55,-7.21,5.12,7.76,2.98,4.79,6.6,9.89,3.99,5.9,0.0
31177,2012-02-22,0.4,95.61,3.52,4.15,-1.8,-1.76,11.33,-1.53,12.86,3.51,4.26,8.24,1.43,6.81,6.26,9.86,2.04,7.81,
55049,2016-05-23,0.0,97.76,9.76,18.89,13.19,13.19,25.35,11.24,14.11,18.62,5.87,8.3,4.25,4.05,9.11,10.69,5.51,5.18,
36055,2015-05-15,1.44,100.22,6.85,11.99,7.83,7.84,18.28,7.01,11.27,9.88,2.07,2.78,0.81,1.97,3.56,4.96,1.36,3.59,
38029,2013-03-30,0.08,94.79,3.87,5.25,-0.58,-0.54,13.96,-0.6,14.57,6.39,5.26,7.29,3.16,4.13,6.88,10.28,4.31,5.97,
38035,2015-01-14,0.66,98.05,1.72,-9.91,-10.73,-10.68,-5.66,-15.32,9.66,-10.46,4.67,7.04,2.01,5.04,6.89,9.32,3.33,5.99,
8051,2006-01-13,0.0,73.2,2.08,-6.71,-12.14,-11.96,2.93,-15.03,17.96,-11.63,1.36,2.51,0.72,1.78,1.99,4.18,0.99,3.19,
30077,2004-10-25,0.13,82.38,2.57,-1.78,-7.48,-7.4,4.86,-5.87,10.74,-3.11,1.67,2.12,0.67,1.45,2.89,4.49,1.26,3.24,
53073,2010-08-07,6.11,92.31,9.32,12.14,11.69,11.69,13.13,11.06,2.07,12.16,1.09,1.44,0.64,0.8,1.93,2.34,1.36,0.98,
49057,2001-02-13,1.69,80.9,2.94,-3.86,-6.25,-6.23,1.41,-9.03,10.44,-5.19,1.71,2.37,1.11,1.27,2.49,4.0,1.58,2.42,0.0
55137,2016-06-21,0.01,97.93,9.27,18.7,12.48,12.48,24.51,11.82,12.68,18.67,5.55,9.21,2.73,6.48,8.37,12.07,5.24,6.83,0.0
45037,2010-08-09,0.01,100.08,15.37,28.43,20.74,20.74,35.19,22.34,12.85,28.67,2.11,3.02,1.22,1.8,3.59,5.31,2.03,3.28,
13111,2015-03-12,0.22,96.42,7.82,12.81,9.7,9.7,16.92,9.42,7.5,12.79,2.62,3.91,1.51,2.4,5.18,7.33,3.38,3.95,
13175,2010-08-02,0.83,100.62,17.79,30.83,23.22,23.22,36.78,25.13,11.65,32.34,2.17,3.08,0.99,2.08,3.16,5.54,1.69,3.85,
40099,2008-07-10,3.05,98.26,15.11,28.84,20.15,20.15,34.61,22.54,12.07,29.66,3.98,5.38,2.69,2.69,5.83,8.45,4.37,4.08,
13137,2011-02-04,23.07,95.19,3.97,0.17,-0.1,-0.1,1.23,-0.63,1.86,0.21,1.74,2.42,1.03,1.38,3.27,4.35,2.25,2.09,
51115,2006-04-28,0.0,101.99,6.5,13.86,7.78,7.79,17.44,9.92,7.52,14.26,5.46,6.93,2.47,4.46,7.3,8.73,4.01,4.72,
55103,2004-12-08,0.27,97.91,3.71,0.02,-0.71,-0.71,2.6,-3.7,6.3,-0.7,4.7,6.82,1.77,5.05,6.98,10.06,2.71,7.35,
31041,2004-01-08,0.01,92.83,2.46,-3.2,-6.7,-6.64,0.39,-6.92,7.31,-4.17,4.66,10.51,0.55,9.96,6.58,12.63,0.81,11.83,
48011,2012-02-21,0.0,90.91,1.88,7.34,-10.12,-9.64,18.76,-3.0,21.76,7.12,6.87,10.78,4.29,6.49,10.58,13.17,7.76,5.42,2.9885
21151,2004-05-20,0.03,98.5,15.61,23.32,20.72,20.72,27.68,18.79,8.89,23.28,3.51,4.96,2.16,2.8,6.17,7.02,5.09,1.94,
29125,2001-10-06,0.0,99.26,3.77,9.46,-0.29,-0.23,17.5,1.62,15.88,8.3,1.67,2.39,0.49,1.9,3.21,4.94,0.67,4.27,
8053,2012-06-03,0.18,70.52,4.62,13.85,-2.59,-2.53,22.39,8.04,14.35,12.41,1.02,1.6,0.32,1.28,1.48,2.37,0.41,1.96,
20011,2009-06-12,3.56,97.85,14.21,22.11,19.1,19.1,25.84,16.7,9.15,22.23,2.55,4.79,0.36,4.42,3.72,6.54,0.51,6.03,
55078,2014-09-10,27.12,96.86,10.36,15.06,13.14,13.15,20.3,5.52,14.77,15.13,7.68,11.2,3.34,7.86,10.25,14.3,5.97,8.33,
51153,2016-01-20,0.26,101.5,1.84,-5.73,-9.2,-9.05,-1.35,-10.02,8.67,-5.15,2.45,4.21,0.98,3.24,4.02,7.15,1.21,5.94,
18135,2010-01-30,0.0,98.65,1.41,-8.86,-12.27,-12.07,-4.21,-10.9,6.69,-8.67,4.98,7.87,1.61,6.26,6.6,9.3,2.98,6.33,
28069,2000-07-10,0.94,100.31,17.62,28.75,23.0,23.0,33.97,24.31,9.67,28.74,1.5,2.08,1.13,0.95,3.15,4.72,2.06,2.66,
46089,2012-07-18,1.15,94.85,13.15,26.34,17.38,17.38,33.74,18.77,14.97,27.9,2.4,3.64,1.09,2.55,3.94,7.41,1.2,6.21,
37165,2007-03-15,0.54,100.91,10.99,17.43,15.53,15.53,22.93,12.32,10.61,17.27,4.09,5.29,2.96,2.33,6.79,7.52,5.83,1.69,
28035,2007-09-08,0.35,100.66,16.5,26.57,21.98,21.98,33.25,21.88,11.37,26.56,1.43,1.89,0.88,1.0,3.25,4.58,2.1,2.47,
8083,2011-09-20,0.01,81.14,5.58,18.67,2.22,2.25,26.59,12.24,14.35,17.51,2.43,4.43,0.67,3.76,3.52,5.71,0.92,4.79,0.7767000000000001
56005,2002-08-26,6.01,86.5,7.41,20.58,7.18,7.19,28.44,13.64,14.8,21.49,4.09,5.6,2.52,3.07,6.15,8.61,3.29,5.32,
54029,2008-05-13,0.0,98.02,5.9,12.07,5.73,5.74,20.97,2.36,18.61,11.9,1.23,2.46,0.06,2.41,2.81,6.1,0.08,6.03,0.0
40069,2006-06-12,0.06,98.42,11.67,29.56,16.08,16.08,37.24,20.87,16.37,31.2,2.71,5.14,1.71,3.43,4.28,7.58,1.99,5.59,
51036,2013-09-05,0.0,101.19,11.09,23.57,15.74,15.74,30.88,15.59,15.29,23.18,1.57,1.94,1.12,0.82,2.91,5.1,1.57,3.54,
13031,2001-11-19,0.0,101.6,7.79,17.01,10.09,10.1,25.18,11.67,13.51,17.14,1.65,2.33,0.15,2.17,2.9,4.67,0.27,4.41,
23005,2004-07-31,1.36,100.75,13.64,22.1,18.91,18.91,25.38,18.63,6.76,21.43,3.79,4.9,2.69,2.21,6.56,7.86,5.15,2.7,
55117,2014-03-14,0.03,97.62,3.87,2.21,-0.16,-0.14,6.92,-1.26,8.18,1.09,9.48,11.53,7.38,4.16,12.4,15.4,10.25,5.15,
38057,2011-01-03,0.09,94.13,0.85,-17.66,-18.07,-18.02,-14.03,-20.5,6.48,-18.3,4.39,6.13,0.78,5.35,6.46,8.57,1.11,7.45,
17039,2007-10-17,15.87,98.39,9.49,17.34,12.33,12.33,23.51,9.21,14.31,17.04,6.16,8.93,1.98,6.95,8.51,12.62,3.03,9.59,
18027,2006-02-19,0.02,101.28,1.03,-9.05,-15.42,-14.8,-4.87,-14.62,9.75,-7.18,2.07,3.84,0.52,3.32,2.63,4.85,0.48,4.36,
26087,2011-12-07,0.26,98.63,2.43,-2.61,-5.98,-5.92,1.53,-5.11,6.63,-2.69,4.97,6.76,2.77,4.0,7.39,9.68,4.64,5.04,
38051,2015-09-22,0.01,95.39,4.06,14.08,0.05,0.13,21.12,8.49,12.63,14.69,5.48,6.57,3.57,3.0,7.72,8.92,5.56,3.36,0.0615
40045,2010-06-06,2.39,93.68,13.96,26.55,18.15,18.15,32.54,21.59,10.94,27.72,5.77,8.01,4.38,3.64,7.58,9.95,4.92,5.03,
47109,2004-01-02,1.96,100.15,9.83,14.56,13.49,13.49,19.3,9.45,9.85,14.45,4.3,5.35,2.94,2.42,7.25,9.31,5.48,3.83,
1033,2009-04-16,0.0,99.87,6.97,11.9,8.43,8.43,19.18,5.78,13.39,12.39,2.44,3.1,1.71,1.39,4.33,6.23,2.81,3.41,
46007,2003-01-18,0.14,91.15,2.15,-4.17,-8.46,-8.36,1.57,-8.93,10.5,-4.46,5.02,9.97,2.52,7.45,7.44,13.2,4.96,8.24,
46109,2005-04-06,0.04,97.76,4.87,9.87,3.02,3.04,18.51,3.08,15.44,10.67,6.58,8.76,2.4,6.36,8.51,10.32,3.79,6.53,
17161,2007-06-22,25.37,99.11,14.16,21.77,19.21,19.21,25.4,18.53,6.87,21.82,3.62,5.7,1.21,4.5,5.13,8.32,2.21,6.1,
6075,2005-05-10,0.03,101.86,7.34,13.6,9.63,9.63,14.37,12.7,1.67,14.2,7.71,9.03,6.67,2.36,8.84,10.31,7.41,2.9,0.0
38049,2013-06-21,2.34,95.58,11.25,19.24,15.08,15.08,24.3,13.48,10.82,19.55,3.88,8.09,2.14,5.96,6.01,10.09,2.96,7.13,
37125,2015-05-21,7.64,99.88,14.09,22.43,19.22,19.22,28.05,16.62,11.42,22.55,2.84,4.21,1.88,2.33,4.77,6.16,2.78,3.38,
47137,2007-05-13,0.0,98.41,8.24,16.95,10.65,10.65,22.67,10.52,12.15,17.18,3.05,3.71,2.33,1.38,5.56,6.71,4.82,1.89,
20179,2008-06-18,4.9,92.32,12.76,24.5,16.42,16.42,32.9,17.29,15.61,25.42,5.48,7.93,3.24,4.69,7.3,9.92,5.52,4.39,
47075,2005-05-31,0.04,99.99,12.4,21.58,17.32,17.32,26.91,16.07,10.83,21.52,4.13,6.55,2.56,3.99,6.7,8.21,5.0,3.21,2.0
38001,2002-07-20,1.66,91.75,11.68,28.08,14.79,14.8,34.96,21.92,13.04,29.06,5.08,7.13,2.11,5.03,7.28,9.68,4.33,5.36,
13109,2002-09-22,0.97,100.78,15.26,25.56,20.74,20.75,30.85,21.23,9.62,25.83,2.13,2.76,1.75,1.01,3.88,5.5,2.33,3.17,
40133,2004-11-18,2.9,98.32,8.95,14.38,12.04,12.04,19.21,10.46,8.75,14.28,1.3,2.69,0.44,2.24,2.11,5.72,0.44,5.28,
37093,2010-10-24,0.01,100.99,9.25,15.81,12.68,12.68,24.09,8.66,15.42,15.68,2.34,3.45,0.71,2.75,4.5,7.29,0.9,6.39,
21201,2014-09-18,0.0,98.84,6.62,16.19,7.61,7.61,24.45,9.59,14.87,16.34,1.83,2.16,1.25,0.91,4.04,6.16,2.05,4.12,
18099,2015-01-10,0.02,100.08,1.07,-13.59,-15.57,-15.44,-7.94,-21.36,13.43,-13.69,5.87,7.86,4.73,3.13,8.06,9.37,6.55,2.81,
38037,2001-06-08,1.64,93.57,8.33,20.8,10.16,10.16,28.2,12.45,15.75,22.01,3.05,5.35,0.24,5.11,4.71,9.18,0.23,8.95,
